-485.680878	367.036804	-573.933350
-477.498535	374.634705	-576.855652
-478.082977	369.959076	-573.933350
-481.589691	369.374634	-570.426636
-479.836334	363.530090	-568.673340
-479.836334	369.374634	-576.271179
-485.680878	368.205719	-576.271179
-483.927521	362.945648	-567.504395
-479.836334	361.776733	-566.919922
-478.667450	362.945648	-562.244324
-482.174164	358.854462	-575.686768
-478.667450	369.959076	-573.348938
-478.082977	371.712433	-578.609009
-479.836334	367.036804	-576.271179
-479.836334	369.374634	-576.271179
-479.251892	365.283447	-575.102295
-479.836334	364.699005	-573.933350
-477.498535	368.205719	-575.686768
-476.329620	365.283447	-568.673340
-483.927521	367.621277	-572.180054
-476.329620	371.712433	-580.362366
-472.238464	364.699005	-575.686768
-477.498535	372.881348	-576.271179
-476.914093	369.374634	-570.426636
-476.329620	371.712433	-573.933350
-469.900635	369.959076	-579.777893
-475.160706	370.543549	-563.997681
-470.485077	365.283447	-572.180054
-477.498535	367.036804	-573.933350
-477.498535	362.945648	-580.946777
-469.900635	363.530090	-569.842224
-478.082977	368.790192	-568.673340
-470.485077	362.945648	-565.751038
-471.069550	366.452362	-566.919922
-476.914093	368.205719	-572.764465
-468.731720	368.205719	-577.440063
-471.069550	374.050262	-571.595520
-467.562836	377.556976	-570.426636
-474.576263	371.712433	-578.024536
-471.653992	367.036804	-576.271179
-472.238464	368.790192	-573.933350
-472.822906	367.036804	-571.011108
-466.393921	366.452362	-581.531311
-466.393921	362.945648	-578.024536
-466.393921	361.776733	-582.115723
-468.731720	372.296906	-561.075378
-468.731720	378.725891	-573.933350
-468.731720	369.374634	-568.673340
-476.329620	372.296906	-575.102295
-481.589691	374.634705	-566.335510
-481.005249	372.296906	-573.933350
-485.680878	368.790192	-569.842224
-482.174164	371.712433	-572.764465
-479.836334	369.374634	-575.686768
-482.758606	371.127991	-572.764465
-478.082977	375.803619	-560.490967
-478.082977	370.543549	-573.933350
-477.498535	382.817047	-572.764465
-481.005249	384.570435	-569.842224
-487.434235	383.985962	-563.413208
-483.343079	383.401520	-561.075378
-485.096436	377.556976	-565.166565
-487.434235	372.296906	-573.348938
-493.278778	376.972534	-571.011108
-496.785492	369.374634	-575.686768
-501.461151	367.621277	-572.764465
-499.707764	362.945648	-573.348938
-512.565735	369.959076	-573.348938
-517.241333	371.712433	-560.490967
-525.423706	381.648163	-561.075378
-533.606079	386.323792	-557.568665
-539.450562	392.168304	-557.568665
-551.724121	394.506134	-551.724121
-560.490967	382.232605	-550.555237
-576.855652	384.570435	-551.724121
-581.531311	385.739319	-547.632996
-616.598511	383.985962	-538.866150
